Sketch,Plane,x,y,z
0,XY,-11.084619407771257,-2.0,0.0
0,XY,-11.084619407771257,2.0,0.0
0,XY,-9.684619407771256,2.0,0.0
0,XY,-9.684619407771256,2.4,0.0
0,XY,-11.484619407771257,2.4,0.0
0,XY,-11.484619407771257,-2.4,0.0
0,XY,-9.684619407771256,-2.4,0.0
0,XY,-9.684619407771256,-2.0,0.0
0,XY,-11.084619407771257,-2.0,0.0
1,XY,-11.084619407771257,2.0,0.0
1,XY,-11.084619407771257,-2.0,0.0
1,XY,-9.684619407771256,-2.0,0.0
1,XY,-9.684619407771256,-2.4,0.0
1,XY,-11.484619407771257,-2.4,0.0
1,XY,-11.484619407771257,2.4,0.0
1,XY,-9.684619407771256,2.4,0.0
1,XY,-9.684619407771256,2.0,0.0
1,XY,-11.084619407771257,2.0,0.0
2,YZ,-1.0846194077712563,-2.0,0.0
2,YZ,-1.0846194077712563,2.0,0.0
2,YZ,-2.4846194077712562,2.0,0.0
2,YZ,-2.4846194077712562,2.4,0.0
2,YZ,-0.6846194077712562,2.4,0.0
2,YZ,-0.6846194077712562,-2.4,0.0
2,YZ,-2.4846194077712562,-2.4,0.0
2,YZ,-2.4846194077712562,-2.0,0.0
2,YZ,-1.0846194077712563,-2.0,0.0
3,YZ,-11.084619407771257,0.5,0.0
3,YZ,-11.084619407771257,0.4989933382359422,0.03171195982828225
3,YZ,-11.084619407771257,0.49597740641539767,0.06329622678687463
3,YZ,-11.084619407771257,0.49096434863135335,0.09462562218020512
3,YZ,-11.084619407771257,0.4839743506981782,0.1255739935905396
3,YZ,-11.084619407771257,0.4750355588704728,0.15601672284924356
3,YZ,-11.084619407771257,0.46418396650803634,0.1858312278301638
3,YZ,-11.084619407771257,0.45146326914331064,0.21489745604458582
3,YZ,-11.084619407771257,0.43692468853489247,0.24309836805023435
3,YZ,-11.084619407771257,0.4206267664155906,0.2703204087277988
3,YZ,-11.084619407771257,0.4026351287655293,0.2964539645273202
3,YZ,-11.084619407771257,0.38302222155948906,0.3213938048432696
3,YZ,-11.084619407771257,0.3618670190525351,0.345039505741056
3,YZ,-11.084619407771257,0.3392547057785661,0.36729585432876666
3,YZ,-11.084619407771257,0.31527633354226126,0.3880732321458784
3,YZ,-11.084619407771257,0.2900284547855991,0.4072879760251679
3,YZ,-11.084619407771257,0.2636127338052512,0.42486271497475725
3,YZ,-11.084619407771257,0.23613553738634135,0.44072668172379104
